0,3,1
0,4,1
0,-1,1
1,4,1
0,5,2.0
0,-1,1
1,4,1
1,5,1
0,0,1
2,5,1
0,6,4.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
0,0,1
2,5,1
2,6,1
0,1,1
3,6,1
0,7,8.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
1,0,1
2,5,1
2,6,1
1,1,1
3,6,1
1,7,4.0
0,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
0,1,1
3,6,1
3,7,1
0,2,1
4,7,1
0,8,16.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
1,0,1
2,5,1
2,6,1
1,1,1
3,6,1
1,7,4.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
1,1,1
3,6,1
3,7,1
1,2,1
4,7,1
1,8,8.0
0,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
0,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
0,2,1
4,7,1
4,8,1
0,3,1
5,8,1
0,9,32.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
1,0,1
2,5,1
2,6,1
1,1,1
3,6,1
1,7,4.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
1,1,1
3,6,1
3,7,1
1,2,1
4,7,1
1,8,8.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
1,2,1
4,7,1
4,8,1
1,3,1
5,8,1
1,9,16.0
0,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
0,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
0,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
0,3,1
5,8,1
5,9,1
0,3,1
0,4,1
6,9,1
0,10,64.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
1,0,1
2,5,1
2,6,1
1,1,1
3,6,1
1,7,4.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
1,1,1
3,6,1
3,7,1
1,2,1
4,7,1
1,8,8.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
1,2,1
4,7,1
4,8,1
1,3,1
5,8,1
1,9,16.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
1,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
1,3,1
5,8,1
5,9,1
1,4,1
6,9,1
1,10,32.0
0,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
2,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
2,3,1
5,8,1
5,9,1
2,4,1
6,9,1
2,10,16.0
0,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
3,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
3,3,1
5,8,1
5,9,1
3,4,1
6,9,1
3,10,8.0
0,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
4,3,1
5,8,1
5,9,1
4,4,1
6,9,1
4,10,4.0
0,3,1
5,8,1
5,9,1
5,4,1
6,9,1
5,10,2.0
0,3,1
0,4,1
6,9,1
6,10,1
0,3,1
0,4,1
0,-1,1
1,4,1
0,5,2.0
7,10,1
0,11,129.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
1,0,1
2,5,1
2,6,1
1,1,1
3,6,1
1,7,4.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
1,1,1
3,6,1
3,7,1
1,2,1
4,7,1
1,8,8.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
1,2,1
4,7,1
4,8,1
1,3,1
5,8,1
1,9,16.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
1,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
1,3,1
5,8,1
5,9,1
1,4,1
6,9,1
1,10,32.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
2,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
2,3,1
5,8,1
5,9,1
2,4,1
6,9,1
2,10,16.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
3,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
3,3,1
5,8,1
5,9,1
3,4,1
6,9,1
3,10,8.0
1,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
4,3,1
5,8,1
5,9,1
4,4,1
6,9,1
4,10,4.0
1,3,1
5,8,1
5,9,1
5,4,1
6,9,1
5,10,2.0
1,4,1
6,9,1
6,10,1
1,4,1
1,5,1
7,10,1
1,11,64.0
0,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
2,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
2,3,1
5,8,1
5,9,1
2,4,1
6,9,1
2,10,16.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
3,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
3,3,1
5,8,1
5,9,1
3,4,1
6,9,1
3,10,8.0
2,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
4,3,1
5,8,1
5,9,1
4,4,1
6,9,1
4,10,4.0
2,3,1
5,8,1
5,9,1
5,4,1
6,9,1
5,10,2.0
2,4,1
6,9,1
6,10,1
2,5,1
7,10,1
2,11,32.0
0,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
3,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
3,3,1
5,8,1
5,9,1
3,4,1
6,9,1
3,10,8.0
3,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
4,3,1
5,8,1
5,9,1
4,4,1
6,9,1
4,10,4.0
3,3,1
5,8,1
5,9,1
5,4,1
6,9,1
5,10,2.0
3,4,1
6,9,1
6,10,1
3,5,1
7,10,1
3,11,16.0
0,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
4,3,1
5,8,1
5,9,1
4,4,1
6,9,1
4,10,4.0
4,3,1
5,8,1
5,9,1
5,4,1
6,9,1
5,10,2.0
4,4,1
6,9,1
6,10,1
4,5,1
7,10,1
4,11,8.0
0,3,1
5,8,1
5,9,1
5,4,1
6,9,1
5,10,2.0
5,4,1
6,9,1
6,10,1
5,5,1
7,10,1
5,11,4.0
0,3,1
0,4,1
6,9,1
6,10,1
6,5,1
7,10,1
6,11,2.0
0,3,1
0,4,1
0,-1,1
1,4,1
0,5,2.0
7,10,1
7,11,1
0,3,1
0,4,1
0,-1,1
1,4,1
0,5,2.0
0,-1,1
1,4,1
1,5,1
0,0,1
2,5,1
0,6,4.0
8,11,1
0,12,261.0
0,-1,1
1,4,1
1,5,1
1,0,1
2,5,1
1,6,2.0
1,0,1
2,5,1
2,6,1
1,1,1
3,6,1
1,7,4.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
1,1,1
3,6,1
3,7,1
1,2,1
4,7,1
1,8,8.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
1,2,1
4,7,1
4,8,1
1,3,1
5,8,1
1,9,16.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
1,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
1,3,1
5,8,1
5,9,1
1,4,1
6,9,1
1,10,32.0
1,0,1
2,5,1
2,6,1
2,1,1
3,6,1
2,7,2.0
2,1,1
3,6,1
3,7,1
2,2,1
4,7,1
2,8,4.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
2,2,1
4,7,1
4,8,1
2,3,1
5,8,1
2,9,8.0
2,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
2,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
2,3,1
5,8,1
5,9,1
2,4,1
6,9,1
2,10,16.0
1,1,1
3,6,1
3,7,1
3,2,1
4,7,1
3,8,2.0
3,2,1
4,7,1
4,8,1
3,3,1
5,8,1
3,9,4.0
3,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
3,3,1
5,8,1
5,9,1
3,4,1
6,9,1
3,10,8.0
1,2,1
4,7,1
4,8,1
4,3,1
5,8,1
4,9,2.0
4,3,1
5,8,1
5,9,1
4,4,1
